Food Name,Portion Size,Calories (kcal)
"Cheese, romano",N/A,1620
"Cheese, roquefort",N/A,1540
"Cheese, swiss",N/A,393
"Cheese, swiss",N/A,393
"Cheese, Swiss",N/A,393
"Cheese, swiss, low fat",N/A,749
"Cheese, swiss, low sodium",N/A,374
"Cheese, Swiss, nonfat or fat free",N/A,127
"Cheese, Swiss, nonfat or fat free",N/A,532
"Cheese, Swiss, reduced fat",N/A,179
"Cheese, Swiss, reduced sodium",N/A,374
"Cheese, tilsit",N/A,1420
"Cheese, white, queso blanco",N/A,1300
Cheeseburger (Burger King),N/A,265
Cheeseburger (McDonalds),N/A,270
Cheeseburger slider,N/A,297
"Cheeseburger slider, from fast food",N/A,298
"Cheeseburger, from fast food, 1 large patty",N/A,299
"Cheeseburger, from fast food, 1 medium patty",N/A,296
"Cheeseburger, from fast food, 1 small patty",N/A,299
"Cheeseburger, from school cafeteria",N/A,250
"Cheeseburger, NFS",N/A,296
"Cheeseburger, on wheat bun, 1 large patty",N/A,295
"Cheeseburger, on wheat bun, 1 medium patty",N/A,291
"Cheeseburger, on wheat bun, 1 small patty",N/A,292
"Cheeseburger, on white bun, 1 large patty",N/A,299
"Cheeseburger, on white bun, 1 medium patty",N/A,296
"Cheeseburger, on white bun, 1 small patty",N/A,298
"Cheesecake, chocolate",N/A,394
"Cheesecake, fruit",N/A,387
"Cheesecake, plain",N/A,399
"Cheesefurter, cheese smokie, pork, beef",N/A,1370
"Cherries, canned",N/A,74
"Cherries, dried",N/A,333
"Cherries, frozen",N/A,71
"Cherries, maraschino",N/A,165
"Cherries, raw",N/A,71
"Cherries, sour, canned, water pack, drained",N/A,42
"Cherries, sour, red, canned, extra heavy syrup pack, solids and liquids",N/A,477
"Cherries, sour, red, canned, heavy syrup pack, solids and liquids",N/A,381
"Cherries, sour, red, canned, light syrup pack, solids and liquids",N/A,314
"Cherries, sour, red, canned, water pack, solids and liquids",N/A,151
"Cherries, sour, red, frozen, unsweetened (Includes foods for USDA's Food Distribution Program)",N/A,192
"Cherries, sweet, canned, extra heavy syrup pack, solids and liquids",N/A,427
"Cherries, sweet, canned, juice pack, solids and liquids",N/A,226
"Cherries, sweet, canned, light syrup pack, solids and liquids",N/A,280
"Cherries, sweet, canned, pitted, heavy syrup pack, solids and liquids",N/A,347
"Cherries, sweet, canned, pitted, heavy syrup, drained",N/A,83
"Cherries, sweet, canned, water pack, solids and liquids",N/A,192
"Cherries, sweet, dark red, raw",N/A,N/A
"Cherries, tart, dried, sweetened (Includes foods for USDA's Food Distribution Program)",N/A,333
"Cherry juice, tart",N/A,59
Cherry pie filling,N/A,122
Chestnuts,N/A,245
Chewing gum,N/A,360
Chewing gum,N/A,360
"Chewing gum, sugar free",N/A,268
"Chewing gum, sugarless",N/A,268
Chia seeds,N/A,486
"Chia seeds, dry, raw",N/A,N/A
"CHICK-FIL-A, Chick-n-Strips",N/A,954
"CHICK-FIL-A, chicken sandwich",N/A,249
"CHICK-FIL-A, hash browns",N/A,301
"Chicken ""wings"" with hot sauce, from fast food / restaurant",N/A,272
"Chicken ""wings"" with hot sauce, from other sources",N/A,267
"Chicken ""wings"" with hot sauce, from precooked",N/A,254
"Chicken ""wings"" with other sauces or seasoning, from fast food / restaurant",N/A,276
"Chicken ""wings"" with other sauces or seasoning, from other sources",N/A,271
"Chicken ""wings"" with other sauces or seasoning, from precooked",N/A,258
"Chicken ""wings"", boneless, with hot sauce, from fast food / restaurant",N/A,282
"Chicken ""wings"", boneless, with hot sauce, from other sources",N/A,232
"Chicken ""wings"", plain, from fast food / restaurant",N/A,323
"Chicken ""wings"", plain, from other sources",N/A,314
"Chicken ""wings"", plain, from precooked",N/A,294
"Chicken and vegetable entree with noodles and cream sauce, frozen meal",N/A,124
"Chicken and vegetable entree with noodles, diet frozen meal",N/A,85
"Chicken and vegetable entree with rice, diet frozen meal",N/A,171
"Chicken and vegetables au gratin with rice, diet frozen entree",N/A,120
Chicken as ingredient in recipes,N/A,182
"Chicken breast tenders, breaded, cooked, microwaved",N/A,1050
"Chicken breast tenders, breaded, uncooked",N/A,263
"Chicken breast, baked or broiled, skin eaten, from fast food / restaurant",N/A,206
"Chicken breast, baked or broiled, skin eaten, from pre-cooked",N/A,175
"Chicken breast, baked or broiled, skin not eaten, from fast food / restaurant",N/A,176
"Chicken breast, baked or broiled, skin not eaten, from pre-cooked",N/A,144
"Chicken breast, baked, broiled, or roasted with marinade, skin eaten, from raw",N/A,204
"Chicken breast, baked, broiled, or roasted with marinade, skin not eaten, from raw",N/A,175
"Chicken breast, baked, broiled, or roasted, skin eaten, from raw",N/A,192
"Chicken breast, baked, broiled, or roasted, skin not eaten, from raw",N/A,161
"Chicken breast, baked, coated, skin / coating eaten",N/A,207
"Chicken breast, baked, coated, skin / coating not eaten",N/A,176
"Chicken breast, deli, rotisserie seasoned, sliced, prepackaged",N/A,98
"Chicken breast, fat-free, mesquite flavor, sliced",N/A,80
"Chicken breast, fried, coated, prepared skinless, coating eaten, from raw",N/A,219
"Chicken breast, fried, coated, skin / coating eaten, from fast food / restaurant",N/A,273
"Chicken breast, fried, coated, skin / coating eaten, from pre-cooked",N/A,250
"Chicken breast, fried, coated, skin / coating eaten, from raw",N/A,243
"Chicken breast, fried, coated, skin / coating not eaten, from fast food / restaurant",N/A,213
"Chicken breast, fried, coated, skin / coating not eaten, from pre-cooked",N/A,176
"Chicken breast, fried, coated, skin / coating not eaten, from raw",N/A,176
"Chicken breast, grilled with sauce, skin eaten",N/A,202
"Chicken breast, grilled with sauce, skin not eaten",N/A,178
"Chicken breast, grilled without sauce, skin eaten",N/A,206
"Chicken breast, grilled without sauce, skin not eaten",N/A,176
"Chicken breast, NS as to cooking method, skin eaten",N/A,175
"Chicken breast, NS as to cooking method, skin not eaten",N/A,144
"Chicken breast, oven-roasted, fat-free, sliced",N/A,79
"Chicken breast, roll, oven-roasted",N/A,134
"Chicken breast, rotisserie, skin eaten",N/A,175
"Chicken breast, rotisserie, skin not eaten",N/A,144
"Chicken breast, sauteed, skin eaten",N/A,206
"Chicken breast, sauteed, skin not eaten",N/A,176
"Chicken breast, stewed, skin eaten",N/A,181
"Chicken breast, stewed, skin not eaten",N/A,149
Chicken cornbread,N/A,167
Chicken curry,N/A,107
Chicken curry with rice,N/A,116
"Chicken deli sandwich or sub, restaurant",N/A,176
"Chicken deli sandwich or sub, with cheese, restaurant",N/A,208
"Chicken dinner, NFS, frozen meal",N/A,124
"Chicken drumstick, baked or broiled, skin eaten, from fast food / restaurant",N/A,203
"Chicken drumstick, baked or broiled, skin eaten, from pre-cooked",N/A,206
"Chicken drumstick, baked or broiled, skin not eaten, from fast food / restaurant",N/A,168
"Chicken drumstick, baked or broiled, skin not eaten, from pre-cooked",N/A,172
"Chicken drumstick, baked, broiled, or roasted, skin eaten, from raw",N/A,190
"Chicken drumstick, baked, broiled, or roasted, skin not eaten, from raw",N/A,154
"Chicken drumstick, baked, coated, skin / coating eaten",N/A,205
"Chicken drumstick, baked, coated, skin / coating not eaten",N/A,169
"Chicken drumstick, fried, coated, prepared skinless, coating eaten, from raw",N/A,212
"Chicken drumstick, fried, coated, skin / coating eaten, from fast food / restaurant",N/A,288
"Chicken drumstick, fried, coated, skin / coating eaten, from pre-cooked",N/A,247
"Chicken drumstick, fried, coated, skin / coating eaten, from raw",N/A,241
"Chicken drumstick, fried, coated, skin / coating not eaten, from fast food / restaurant",N/A,213
"Chicken drumstick, fried, coated, skin / coating not eaten, from pre-cooked",N/A,169
"Chicken drumstick, fried, coated, skin / coating not eaten, from raw",N/A,169
"Chicken drumstick, grilled with sauce, skin eaten",N/A,200
"Chicken drumstick, grilled with sauce, skin not eaten",N/A,172
"Chicken drumstick, grilled without sauce, skin eaten",N/A,204
"Chicken drumstick, grilled without sauce, skin not eaten",N/A,169
"Chicken drumstick, NS as to cooking method, skin eaten",N/A,206
"Chicken drumstick, NS as to cooking method, skin not eaten",N/A,172
"Chicken drumstick, rotisserie, skin eaten",N/A,206
"Chicken drumstick, rotisserie, skin not eaten",N/A,172
"Chicken drumstick, sauteed, skin eaten",N/A,204
"Chicken drumstick, sauteed, skin not eaten",N/A,169
"Chicken drumstick, stewed, skin eaten",N/A,186
"Chicken drumstick, stewed, skin not eaten",N/A,148
Chicken egg foo yung,N/A,137
Chicken feet,N/A,215
"Chicken fillet biscuit, from fast food",N/A,320
"Chicken fillet sandwich, fried, from fast food",N/A,281
"Chicken fillet sandwich, fried, from fast food, with cheese",N/A,291
"Chicken fillet sandwich, fried, on wheat bun",N/A,263
"Chicken fillet sandwich, fried, on wheat bun, with cheese",N/A,275
"Chicken fillet sandwich, fried, on white bun",N/A,269
"Chicken fillet sandwich, fried, on white bun; with cheese",N/A,280
"Chicken fillet sandwich, from school cafeteria",N/A,251
"Chicken fillet sandwich, grilled, from fast food",N/A,226
"Chicken fillet sandwich, grilled, from fast food, with cheese",N/A,243
"Chicken fillet sandwich, grilled, on wheat bun",N/A,210
"Chicken fillet sandwich, grilled, on wheat bun, with cheese",N/A,230
"Chicken fillet sandwich, grilled, on white bun",N/A,216
"Chicken fillet sandwich, grilled, on white bun, with cheese",N/A,235
"Chicken fillet sandwich, NFS",N/A,281
"Chicken fillet sandwich, NS as to fried or grilled, from fast food",N/A,281
"Chicken fillet wrap sandwich, fried, from fast food",N/A,299
"Chicken fillet wrap sandwich, grilled, from fast food",N/A,252
"Chicken fillet, breaded",N/A,240
"Chicken fillet, grilled",N/A,151
"Chicken fricassee, Puerto Rican style",N/A,172
"Chicken in soy-based sauce, rice and vegetables, frozen meal",N/A,109
Chicken kiev,N/A,280
"Chicken leg, drumstick and thigh, baked or broiled, skin eaten",N/A,214
"Chicken leg, drumstick and thigh, baked or broiled, skin not eaten",N/A,168
"Chicken leg, drumstick and thigh, baked, coated, skin / coating eaten",N/A,226
"Chicken leg, drumstick and thigh, baked, coated, skin / coating not eaten",N/A,183
"Chicken leg, drumstick and thigh, fried, coated, skin / coating eaten",N/A,260
"Chicken leg, drumstick and thigh, fried, coated, skin / coating not eaten",N/A,183
"Chicken leg, drumstick and thigh, grilled with sauce, skin eaten",N/A,220
"Chicken leg, drumstick and thigh, grilled with sauce, skin not eaten",N/A,183
"Chicken leg, drumstick and thigh, grilled without sauce, skin eaten",N/A,228
"Chicken leg, drumstick and thigh, grilled without sauce, skin not eaten",N/A,183
"Chicken leg, drumstick and thigh, NS as to cooking method, skin eaten",N/A,218
"Chicken leg, drumstick and thigh, NS as to cooking method, skin not eaten",N/A,185
"Chicken leg, drumstick and thigh, rotisserie, skin eaten",N/A,218
"Chicken leg, drumstick and thigh, rotisserie, skin not eaten",N/A,185
"Chicken leg, drumstick and thigh, sauteed, skin eaten",N/A,228
"Chicken leg, drumstick and thigh, sauteed, skin not eaten",N/A,183
"Chicken leg, drumstick and thigh, stewed, skin eaten",N/A,211
"Chicken leg, drumstick and thigh, stewed, skin not eaten",N/A,164
"Chicken nuggets, from fast food",N/A,307
"Chicken nuggets, from frozen",N/A,298
"Chicken nuggets, from other sources",N/A,304
"Chicken nuggets, from restaurant",N/A,307
"Chicken nuggets, from school lunch",N/A,270
"Chicken nuggets, NFS",N/A,307
"Chicken or turkey a la king with vegetables excluding carrorts, broccoli, and dark-green leafy; no potatoes, cream, white, or soup-based sauce",N/A,181
"Chicken or turkey a la king with vegetables including carrots, broccoli, and/or dark-green leafy; no potatoes, cream, white, or soup-based sauce",N/A,187
Chicken or turkey and noodles with cheese sauce,N/A,146
Chicken or turkey and noodles with cream or white sauce,N/A,140
Chicken or turkey and noodles with gravy,N/A,140
Chicken or turkey and noodles with mushroom sauce,N/A,136
Chicken or turkey and noodles with soy-based sauce,N/A,157
Chicken or turkey and noodles with tomato-based sauce,N/A,137
"Chicken or turkey and noodles, no sauce",N/A,148
Chicken or turkey and potatoes with gravy,N/A,122
Chicken or turkey and rice with cream sauce,N/A,136
Chicken or turkey and rice with mushroom sauce,N/A,135
Chicken or turkey and rice with soy-based sauce,N/A,162
Chicken or turkey and rice with tomato-based sauce,N/A,142
"Chicken or turkey and rice, no sauce",N/A,149
"Chicken or turkey and vegetables excluding carrots, broccoli, and dark-green leafy; no potatoes, cheese sauce",N/A,124
"Chicken or turkey and vegetables excluding carrots, broccoli, and dark-green leafy; no potatoes, gravy",N/A,119
"Chicken or turkey and vegetables excluding carrots, broccoli, and dark-green leafy; no potatoes, no sauce",N/A,123
"Chicken or turkey and vegetables excluding carrots, broccoli, and dark-green leafy; no potatoes, soy-based sauce",N/A,133
"Chicken or turkey and vegetables excluding carrots, broccoli, and dark-green leafy; no potatoes, tomato-based sauce",N/A,120
"Chicken or turkey and vegetables including carrots, broccoli, and/or dark-green leafy; no potatoes, cheese sauce",N/A,119
"Chicken or turkey and vegetables including carrots, broccoli, and/or dark-green leafy; no potatoes, gravy",N/A,112
"Chicken or turkey and vegetables including carrots, broccoli, and/or dark-green leafy; no potatoes, no sauce",N/A,118
"Chicken or turkey and vegetables including carrots, broccoli, and/or dark-green leafy; no potatoes, soy-based sauce",N/A,95
"Chicken or turkey and vegetables including carrots, broccoli, and/or dark-green leafy; no potatoes, tomato-based sauce",N/A,113
Chicken or turkey cacciatore,N/A,174
"Chicken or turkey caesar garden salad, chicken and/or turkey, lettuce, tomato, cheese, no dressing",N/A,63
"Chicken or turkey cake, patty, or croquette",N/A,262
Chicken or turkey chow mein or chop suey with noodles,N/A,131
"Chicken or turkey chow mein or chop suey, no noodles",N/A,83
Chicken or turkey cordon bleu,N/A,210
"Chicken or turkey creole, without rice",N/A,103
Chicken or turkey divan,N/A,140
Chicken or turkey fricassee,N/A,121
"Chicken or turkey fricassee, no sauce, no potatoes, Puerto Rican style",N/A,200
"Chicken or turkey fricassee, with sauce, no potatoes, potatoes reported separately, Puerto Rican style",N/A,183
"Chicken or turkey garden salad with bacon and cheese, chicken and/or turkey, bacon, cheese, lettuce and/or greens, tomato and/or carrots, other vegetables, no dressing",N/A,106
"Chicken or turkey garden salad with cheese, chicken and/or turkey, cheese, lettuce and/or greens, tomato and/or carrots, other vegetables, no dressing",N/A,93
"Chicken or turkey garden salad, chicken and/or turkey, other vegetables excluding tomato and carrots, no dressing",N/A,66
"Chicken or turkey garden salad, chicken and/or turkey, tomato and/or carrots, other vegetables, no dressing",N/A,64
Chicken or turkey hash,N/A,110
Chicken or turkey parmigiana,N/A,174
Chicken or turkey salad with egg,N/A,228
Chicken or turkey salad with nuts and/or fruits,N/A,235
"Chicken or turkey salad, made with any type of fat free dressing",N/A,111
"Chicken or turkey salad, made with creamy dressing",N/A,188
"Chicken or turkey salad, made with Italian dressing",N/A,146
"Chicken or turkey salad, made with light creamy dressing",N/A,128
"Chicken or turkey salad, made with light Italian dressing",N/A,116
"Chicken or turkey salad, made with light mayonnaise",N/A,146
"Chicken or turkey salad, made with light mayonnaise-type salad dressing",N/A,146
"Chicken or turkey salad, made with mayonnaise",N/A,235
"Chicken or turkey salad, made with mayonnaise-type salad dressing",N/A,148
"Chicken or turkey shish kabob with vegetables, excluding potatoes",N/A,104
Chicken or turkey souffle,N/A,171
Chicken or turkey tetrazzini,N/A,119
Chicken or turkey with cheese sauce,N/A,173
Chicken or turkey with cream sauce,N/A,157
Chicken or turkey with dumplings,N/A,144
Chicken or turkey with mushroom sauce,N/A,136
Chicken or turkey with stuffing,N/A,172
Chicken or turkey with teriyaki,N/A,163
"Chicken or turkey, breaded, fried, caesar garden salad, chicken and/or turkey, lettuce, tomatoes, cheese, no dressing",N/A,115
"Chicken or turkey, breaded, fried, garden salad with bacon and cheese, chicken and/or turkey, bacon, cheese, lettuce and/or greens, tomato and/or carrots, other vegetables, no dressing",N/A,122
"Chicken or turkey, breaded, fried, garden salad with cheese, chicken and/or turkey, cheese, lettuce and/or greens, tomato and/or carrots, other vegetables, no dressing",N/A,123
"Chicken or turkey, dumplings, and vegetables excluding carrots, broccoli, and dark green leafy; gravy",N/A,128
"Chicken or turkey, dumplings, and vegetables including carrots, broccoli, and/or dark green leafy; gravy",N/A,127
"Chicken or turkey, noodles, and vegetables excluding carrots, broccoli, and dark-green leafy; cheese sauce",N/A,149
"Chicken or turkey, noodles, and vegetables excluding carrots, broccoli, and dark-green leafy; gravy",N/A,130
"Chicken or turkey, noodles, and vegetables excluding carrots, broccoli, and dark-green leafy; no sauce",N/A,151
"Chicken or turkey, noodles, and vegetables excluding carrots, broccoli, and dark-green leafy; tomato-based sauce",N/A,134
"Chicken or turkey, noodles, and vegetables excluding carrots, broccoli, and/or dark-green leafy; cream sauce, white sauce, or mushroom sauce",N/A,132
"Chicken or turkey, noodles, and vegetables including carrots, broccoli, and/or dark-green leafy; cheese sauce",N/A,145
"Chicken or turkey, noodles, and vegetables including carrots, broccoli, and/or dark-green leafy; cream sauce, white sauce, or mushroom sauce",N/A,128
"Chicken or turkey, noodles, and vegetables including carrots, broccoli, and/or dark-green leafy; gravy",N/A,129
"Chicken or turkey, noodles, and vegetables including carrots, broccoli, and/or dark-green leafy; no sauce",N/A,147
"Chicken or turkey, noodles, and vegetables including carrots, broccoli, and/or dark-green leafy; tomato-based sauce",N/A,130
"Chicken or turkey, potatoes, and vegetables excluding carrots, broccoli, and dark-green leafy; cheese sauce",N/A,133
"Chicken or turkey, potatoes, and vegetables excluding carrots, broccoli, and dark-green leafy; cream sauce, white sauce, or mushroom sauce",N/A,126
"Chicken or turkey, potatoes, and vegetables excluding carrots, broccoli, and dark-green leafy; gravy",N/A,127
"Chicken or turkey, potatoes, and vegetables excluding carrots, broccoli, and dark-green leafy; no sauce",N/A,132
"Chicken or turkey, potatoes, and vegetables excluding carrots, broccoli, and dark-green leafy; tomato-based sauce",N/A,128
"Chicken or turkey, potatoes, and vegetables including carrots, broccoli, and/or dark-green leafy; cheese sauce",N/A,129
"Chicken or turkey, potatoes, and vegetables including carrots, broccoli, and/or dark-green leafy; cream sauce, white sauce, or mushroom sauce",N/A,126
"Chicken or turkey, potatoes, and vegetables including carrots, broccoli, and/or dark-green leafy; gravy",N/A,123
"Chicken or turkey, potatoes, and vegetables including carrots, broccoli, and/or dark-green leafy; no sauce",N/A,129
"Chicken or turkey, potatoes, and vegetables including carrots, broccoli, and/or dark-green leafy; tomato-based sauce",N/A,124
"Chicken or turkey, potatoes, corn, and cheese, with gravy",N/A,123
"Chicken or turkey, rice, and vegetables excluding carrots, broccoli, and dark-green leafy; cheese sauce",N/A,146
"Chicken or turkey, rice, and vegetables excluding carrots, broccoli, and dark-green leafy; cream sauce, white sauce, or mushroom sauce",N/A,131
"Chicken or turkey, rice, and vegetables excluding carrots, broccoli, and dark-green leafy; gravy",N/A,135
"Chicken or turkey, rice, and vegetables excluding carrots, broccoli, and dark-green leafy; no sauce",N/A,151
"Chicken or turkey, rice, and vegetables excluding carrots, broccoli, and dark-green leafy; soy-based sauce",N/A,133
"Chicken or turkey, rice, and vegetables excluding carrots, broccoli, and dark-green leafy; tomato-based sauce",N/A,133
"Chicken or turkey, rice, and vegetables including carrots, broccoli, and/or dark-green leafy; cheese sauce",N/A,142
"Chicken or turkey, rice, and vegetables including carrots, broccoli, and/or dark-green leafy; cream sauce, white sauce, or mushroom sauce",N/A,131
"Chicken or turkey, rice, and vegetables including carrots, broccoli, and/or dark-green leafy; gravy",N/A,132
"Chicken or turkey, rice, and vegetables including carrots, broccoli, and/or dark-green leafy; no sauce",N/A,150
"Chicken or turkey, rice, and vegetables including carrots, broccoli, and/or dark-green leafy; soy-based sauce",N/A,131
"Chicken or turkey, rice, and vegetables including carrots, broccoli, and/or dark-green leafy; tomato-based sauce",N/A,130
"Chicken or turkey, rice, corn, and cheese, with gravy",N/A,149
"Chicken or turkey, stuffing, and vegetables excluding carrots, broccoli, and dark-green leafy; gravy",N/A,128
"Chicken or turkey, stuffing, and vegetables including carrots, broccoli, and/or dark-green leafy; gravy",N/A,131
"Chicken or turkey, stuffing, and vegetables including carrots, broccoli, and/or dark-green leafy; no sauce",N/A,159
"Chicken or turkey,stuffing, and vegetables excluding carrots, broccoli, and dark green leafy; no sauce",N/A,165
"Chicken patty, breaded",N/A,287
"Chicken patty, frozen, cooked",N/A,287
"Chicken patty, frozen, uncooked",N/A,1220
"Chicken patty, or nuggets, boneless, breaded, potatoes, vegetable, frozen meal",N/A,175
"Chicken pot pie, frozen entree, prepared",N/A,204
Chicken salad sandwich on wheat,N/A,245
Chicken salad sandwich on white,N/A,246
Chicken salad sandwich wrap,N/A,269
Chicken salad spread,N/A,200
Chicken skin,N/A,450
Chicken spread,N/A,663
"Chicken tenders or strips, breaded, from fast food",N/A,271
"Chicken tenders or strips, breaded, from frozen",N/A,240
"Chicken tenders or strips, breaded, from other sources",N/A,262
"Chicken tenders or strips, breaded, from restaurant",N/A,283
"Chicken tenders or strips, breaded, from school lunch",N/A,270
"Chicken tenders or strips, NFS",N/A,271
"Chicken tenders, breaded, frozen, prepared",N/A,1000
"Chicken thigh, baked or broiled, skin eaten, from fast food / restaurant",N/A,243
"Chicken thigh, baked or broiled, skin eaten, from pre-cooked",N/A,226
"Chicken thigh, baked or broiled, skin not eaten, from fast food / restaurant",N/A,192
"Chicken thigh, baked or broiled, skin not eaten, from pre-cooked",N/A,193
"Chicken thigh, baked, broiled, or roasted, skin eaten, from raw",N/A,231
"Chicken thigh, baked, broiled, or roasted, skin not eaten, from raw",N/A,178
"Chicken thigh, baked, coated, skin / coating eaten",N/A,240
"Chicken thigh, baked, coated, skin / coating not eaten",N/A,192
"Chicken thigh, fried, coated, prepared skinless, coating eaten, from raw",N/A,231
"Chicken thigh, fried, coated, skin / coating eaten, from fast food",N/A,294
"Chicken thigh, fried, coated, skin / coating eaten, from pre-cooked",N/A,277
"Chicken thigh, fried, coated, skin / coating eaten, from raw",N/A,273
"Chicken thigh, fried, coated, skin / coating eaten, from restaurant",N/A,294
"Chicken thigh, fried, coated, skin / coating not eaten, from fast food",N/A,218
"Chicken thigh, fried, coated, skin / coating not eaten, from pre-cooked",N/A,192
"Chicken thigh, fried, coated, skin / coating not eaten, from raw",N/A,192
"Chicken thigh, fried, coated, skin / coating not eaten, from restaurant",N/A,218
"Chicken thigh, grilled with sauce, skin eaten",N/A,233
"Chicken thigh, grilled with sauce, skin not eaten",N/A,191
"Chicken thigh, grilled without sauce, skin eaten",N/A,243
"Chicken thigh, grilled without sauce, skin not eaten",N/A,192
"Chicken thigh, NS as to cooking method, skin eaten",N/A,226
"Chicken thigh, NS as to cooking method, skin not eaten",N/A,193
"Chicken thigh, rotisserie, skin eaten",N/A,226
"Chicken thigh, rotisserie, skin not eaten",N/A,193
"Chicken thigh, sauteed, skin eaten",N/A,243
"Chicken thigh, sauteed, skin not eaten",N/A,192
"Chicken thigh, stewed, skin eaten",N/A,227
"Chicken thigh, stewed, skin not eaten",N/A,175
"Chicken wing, baked or broiled, from fast food / restaurant",N/A,264
"Chicken wing, baked or broiled, from pre-cooked",N/A,257
"Chicken wing, baked, broiled, or roasted, from raw",N/A,252
"Chicken wing, baked, coated",N/A,260
"Chicken wing, fried, coated, from fast food",N/A,323
"Chicken wing, fried, coated, from pre-cooked",N/A,294
"Chicken wing, fried, coated, from raw",N/A,289
"Chicken wing, fried, coated, from restaurant",N/A,323
"Chicken wing, grilled with sauce",N/A,250
"Chicken wing, grilled without sauce",N/A,265
"Chicken wing, NS as to cooking method",N/A,257
"Chicken wing, rotisserie",N/A,257
"Chicken wing, sauteed",N/A,265
"Chicken wing, stewed",N/A,247
Chicken with gravy,N/A,129
Chicken with mole sauce,N/A,137
"Chicken with noodles and cheese sauce, diet frozen meal",N/A,114
"Chicken with rice and vegetable, diet frozen meal",N/A,111
"Chicken, back",N/A,298
"Chicken, breast, boneless, skinless, raw",N/A,N/A
"Chicken, broiler or fryers, breast, skinless, boneless, meat only, cooked, braised",N/A,157
"Chicken, broiler or fryers, breast, skinless, boneless, meat only, cooked, braised",N/A,166
"Chicken, broiler or fryers, breast, skinless, boneless, meat only, cooked, grilled",N/A,631
"Chicken, broiler or fryers, breast, skinless, boneless, meat only, raw",N/A,120
"Chicken, broiler or fryers, breast, skinless, boneless, meat only, with added solution, cooked, braised",N/A,145
"Chicken, broiler or fryers, breast, skinless, boneless, meat only, with added solution, cooked, grilled",N/A,621
"Chicken, broiler, rotisserie, BBQ, back meat only",N/A,888
"Chicken, broiler, rotisserie, BBQ, back, meat and skin",N/A,1050
"Chicken, broiler, rotisserie, BBQ, breast, meat and skin",N/A,731
"Chicken, broiler, rotisserie, BBQ, breast, meat only",N/A,604
"Chicken, broiler, rotisserie, BBQ, drumstick, meat and skin",N/A,206
"Chicken, broiler, rotisserie, BBQ, drumstick, meat only",N/A,172
"Chicken, broiler, rotisserie, BBQ, skin",N/A,1580
"Chicken, broiler, rotisserie, BBQ, thigh, meat and skin",N/A,946
"Chicken, broiler, rotisserie, BBQ, thigh, meat only",N/A,808
"Chicken, broiler, rotisserie, BBQ, wing, meat and skin",N/A,257
"Chicken, broiler, rotisserie, BBQ, wing, meat only",N/A,186
"Chicken, broilers or fryers,  rotisserie, original seasoning, drumstick, meat and skin, cooked",N/A,215
"Chicken, broilers or fryers, back, meat and skin, cooked, fried, batter",N/A,1380
"Chicken, broilers or fryers, back, meat and skin, cooked, fried, flour",N/A,1380
"Chicken, broilers or fryers, back, meat and skin, cooked, roasted",N/A,1260
"Chicken, broilers or fryers, back, meat and skin, cooked, stewed",N/A,1080
"Chicken, broilers or fryers, back, meat and skin, raw",N/A,1340
"Chicken, broilers or fryers, back, meat only, cooked, fried",N/A,1200
"Chicken, broilers or fryers, back, meat only, cooked, roasted",N/A,1000
"Chicken, broilers or fryers, back, meat only, cooked, stewed",N/A,874
"Chicken, broilers or fryers, back, meat only, raw",N/A,573
"Chicken, broilers or fryers, breast, meat and skin, cooked, fried, batter",N/A,1090
"Chicken, broilers or fryers, breast, meat and skin, cooked, fried, flour",N/A,929
"Chicken, broilers or fryers, breast, meat and skin, cooked, roasted",N/A,824
"Chicken, broilers or fryers, breast, meat and skin, cooked, stewed",N/A,770
"Chicken, broilers or fryers, breast, meat and skin, raw",N/A,172
"Chicken, broilers or fryers, breast, meat only, cooked, fried",N/A,782
"Chicken, broilers or fryers, breast, meat only, cooked, roasted",N/A,690
"Chicken, broilers or fryers, breast, meat only, cooked, stewed",N/A,632
"Chicken, broilers or fryers, breast, skinless, boneless, meat only, with added solution, raw",N/A,108
"Chicken, broilers or fryers, dark meat, drumstick, meat and skin, cooked, braised",N/A,784
"Chicken, broilers or fryers, dark meat, drumstick, meat only, cooked, braised",N/A,625
"Chicken, broilers or fryers, dark meat, drumstick, meat only, cooked, roasted",N/A,648
"Chicken, broilers or fryers, dark meat, drumstick, meat only, raw",N/A,116
"Chicken, broilers or fryers, dark meat, meat and skin, cooked, fried, batter",N/A,1250
"Chicken, broilers or fryers, dark meat, meat and skin, cooked, fried, flour",N/A,1190
"Chicken, broilers or fryers, dark meat, meat and skin, cooked, roasted",N/A,1060
"Chicken, broilers or fryers, dark meat, meat and skin, cooked, stewed",N/A,975
"Chicken, broilers or fryers, dark meat, meat and skin, raw",N/A,992
"Chicken, broilers or fryers, dark meat, meat only, cooked, fried",N/A,1000
"Chicken, broilers or fryers, dark meat, meat only, cooked, roasted",N/A,858
"Chicken, broilers or fryers, dark meat, meat only, cooked, stewed",N/A,803
"Chicken, broilers or fryers, dark meat, meat only, raw",N/A,523
"Chicken, broilers or fryers, dark meat, thigh, meat and skin, cooked, braised",N/A,229
"Chicken, broilers or fryers, dark meat, thigh, meat only, cooked, braised",N/A,176
"Chicken, broilers or fryers, dark meat, thigh, meat only, raw",N/A,121
"Chicken, broilers or fryers, drumstick, meat and skin, cooked, fried, batter",N/A,1120
